FEN,Moves,Rating,Themes
r5k1/ppp3p1/2p4p/6qn/8/3PPB1b/PPP3PN/R3Q1K1 w - - 0 18,f3h5 g5g2,648,kingsideAttack mate mateIn1 middlegame oneMove
r1b1r1k1/1pp1pp1p/p4QpB/q5N1/3P4/2P5/1P1K1PPP/3RR3 b - - 0 18,e7f6 e1e8,648,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove pillsburysMate
8/2k4p/2P1n3/P2p2p1/B4p2/4KP1P/8/8 w - - 0 42,e3d3 e6c5 d3d4 c5a4,648,crushing endgame fork short
6k1/5nP1/6K1/7P/8/8/8/8 b - - 2 63,f7d8 h5h6 d8c6 h6h7,648,advancedPawn endgame knightEndgame mate mateIn2 short
r4rk1/1bqn1pp1/p3p2p/1p1pR3/3P4/1PP3P1/P1QN1PP1/1BR3K1 b - - 2 18,a8c8 c2h7,649,mate mateIn1 middlegame oneMove
5r1k/bp1b2pp/p7/3Bp2Q/2P5/6N1/PP3qPP/R6K w - - 4 25,a1f1 f2f1 g3f1 f8f1,649,backRankMate mate mateIn2 middlegame short
r4k1r/2p2p2/pp1p1q1p/3P2pQ/2P1RbB1/5R2/P2B1PPP/6K1 w - - 5 30,d2f4 f6a1 f4c1 a1c1 e4e1 c1e1,649,kingsideAttack long mate mateIn3 middlegame
8/5K1k/8/7r/8/8/5R2/8 b - - 1 77,h5g5 f2h2 g5h5 h2h5,649,endgame mate mateIn2 rookEndgame short
r1bqR1k1/1pp2pp1/p1np1n1p/1N6/8/3B4/PPP1QPPP/4R1K1 b - - 1 18,f6e8 e2e8 d8e8 e1e8,649,kingsideAttack master mate mateIn2 middlegame pillsburysMate short
3r4/3P2pk/7p/1q3p2/4nP2/P3Q1P1/5PBP/5R1K w - - 3 35,g2e4 b5f1,649,endgame hangingPiece master mate mateIn1 oneMove
rnbqkbnr/ppppp2p/6p1/5P2/8/8/PPPPBPPP/RNBQK1NR b KQkq - 1 3,g6f5 e2h5,649,bodenMate mate mateIn1 oneMove opening
2rQ2k1/5p1p/1pP3p1/pPn5/2N1p3/P3P1bq/1BB2P2/3R2K1 b - - 1 30,c8d8 d1d8,649,master mate mateIn1 middlegame oneMove pillsburysMate
1r2rk1Q/2q3p1/2p2p2/pnN1p1R1/8/P1PP4/3KPB2/8 b - - 4 36,f8f7 g5g7,649,mate mateIn1 middlegame oneMove
8/3q1k1p/p2r2p1/8/2P1Q3/8/5PPP/2R3K1 w - - 1 42,e4e5 d6d1 e5e1 d1e1,649,crushing endgame master short
6k1/6pp/1p3r2/pR6/Pn2P3/1N6/1P5P/1K6 w - - 3 30,b3d4 f6f1,649,endgame master mate mateIn1 oneMove
5rk1/6pQ/p2p4/3q1bN1/2r5/8/P4R1P/5RK1 b - - 0 31,f5h7 f2f8,649,master mate mateIn1 middlegame oneMove
8/8/8/pp6/k1p4r/2P5/1KP5/4R3 b - - 1 46,h4h2 e1a1,649,endgame master mate mateIn1 oneMove rookEndgame
r1b1kr2/pppp2pp/3N4/4p3/2B1n2q/3K1QP1/PP1P3P/nNB2R2 b q - 1 12,e4d6 f3f8,649,mate mateIn1 middlegame oneMove
r3r1k1/1b3pp1/p6p/1ppq4/8/P2PB3/1PP2PPP/2RQ1RK1 w - - 0 17,c2c4 d5g2,649,kingsideAttack mate mateIn1 middlegame oneMove
5rk1/3b4/p4Rp1/3PQ3/2P1P2p/6N1/6PP/3q3K w - - 1 33,g3f1 d1f1 f6f1 f8f1,649,backRankMate endgame master mate mateIn2 short xRayAttack
rn1qkb1r/1p3pp1/p3p2p/3pP3/3P4/2N2Q1P/PPP3P1/R1B2RK1 b kq - 0 12,b8c6 f3f7,649,attackingF2F7 mate mateIn1 middlegame oneMove
q5k1/3bbnnp/3p4/1ppP4/4Q3/2P2N1P/1PB2PP1/6K1 b - - 2 31,e7f8 e4h7,649,kingsideAttack mate mateIn1 middlegame oneMove
rr4k1/2p3p1/3p3p/P1pP1b2/2n1p3/R3R1B1/3N1PPP/6K1 w - - 0 30,d2c4 b8b1 e3e1 b1e1,649,backRankMate mate mateIn2 middlegame short
1k1r3r/pp3pp1/1npq4/8/3N2p1/2N5/PPP2PP1/R2Q1RK1 w - - 0 17,d1g4 d6h2,649,mate mateIn1 middlegame oneMove
3N2k1/R5p1/4p2p/2nb4/8/3p1P2/3K2PP/8 w - - 1 37,a7a5 c5b3 d2d3 b3a5,649,advantage endgame fork short
4r1k1/1pp3p1/pb1p3p/3P2q1/1PQP4/P4r1b/5PPN/2R2RK1 w - - 0 25,h2f3 g5g2,649,kingsideAttack mate mateIn1 middlegame oneMove
4kbr1/pp1n1p1p/4pNp1/1Qr3q1/8/8/PPP2PPP/3RR1K1 b - - 4 17,g5f6 b5d7,649,mate mateIn1 middlegame oneMove
7k/R6p/b1p1N1p1/5p2/4pP2/4K3/Pr4PP/8 b - - 0 32,a6c4 a7a8 b2b8 a8b8,649,endgame mate mateIn2 short
2r2rk1/1p1n1ppp/pqn1p3/2ppP1N1/3P4/2P4P/PPQ1NPP1/R3R1K1 b - - 0 18,c5d4 c2h7,649,kingsideAttack mate mateIn1 middlegame oneMove
8/2k5/2p4p/6p1/KPn1B1P1/7P/8/8 w - - 2 54,a4b3 c4d2 b3c3 d2e4,649,crushing endgame fork master short
6k1/R4ppp/p4b2/1p6/1P6/P1n1BK2/6PP/3r4 b - - 9 28,d1a1 a7a8 f6d8 a8d8,649,backRankMate endgame mate mateIn2 short
8/R5p1/8/p1r3pk/8/5PKP/6P1/8 b - - 1 42,g7g6 a7h7,649,endgame master mate mateIn1 oneMove rookEndgame
r2q1rk1/pp3ppp/2n1p3/3pP1b1/3P1NP1/1P1QP2R/P2N3P/R5K1 b - - 6 17,g5f4 d3h7,649,kingsideAttack mate mateIn1 middlegame oneMove
r5k1/pp2Qpp1/1n3n1p/3p4/2p2N2/2q2P2/6PP/1B2R2K b - - 1 32,a8e8 e7e8 f6e8 e1e8,649,kingsideAttack mate mateIn2 middlegame pillsburysMate short
1bbr4/2q2p1k/3R1p1p/p6Q/8/P6P/2P3P1/3R3K w - - 7 28,d6d8 c7h2,649,endgame mate mateIn1 oneMove
r5k1/p1p1qpp1/6bp/3Bp3/4P3/4BP2/PP1R2PP/3R2K1 b - - 0 20,a8d8 d5f7 g6f7 d2d8,649,advantage discoveredAttack kingsideAttack middlegame short
1kr5/pq3pbp/3p2p1/2p4P/PNQ1PP2/3P4/K7/2R4R w - - 0 35,b4d5 b7b2,649,mate mateIn1 middlegame oneMove
6R1/8/8/2K5/2P2krp/8/8/8 w - - 2 47,g8g4 f4g4 c5b6 h4h3 c4c5 h3h2 c5c6 h2h1q,649,advancedPawn crushing endgame promotion veryLong
r2qk2r/5pp1/2n3p1/p2pP3/1ppP3b/2P2QB1/PP4PP/RN3RK1 b kq - 5 18,h4g3 f3f7,649,attackingF2F7 mate mateIn1 middlegame oneMove
r3k2r/pp3ppp/2p5/4N3/Q1Pqn1b1/8/PP1B2PP/RN3BKR w kq - 3 14,d2e3 d4e3,649,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove
1B6/4k3/PR6/5p2/r7/6p1/6P1/6K1 w - - 0 58,a6a7 a4a1 b6b1 a1b1,649,endgame mate mateIn2 short
8/1r3ppk/2R5/8/p7/3r4/PP3K2/7R b - - 2 42,h7g8 c6c8 d3d8 c8d8,649,endgame mate mateIn2 rookEndgame short
8/2N5/p4ppk/6p1/1p6/4P2P/5PPK/8 w - - 0 50,c7a6 b4b3 a6c5 b3b2 c5e4 b2b1q,649,advancedPawn advantage endgame knightEndgame long promotion
3rk2r/1p5p/p1p1pp2/8/1P1P2p1/P2Pq3/4B3/1R2RKN1 b k - 1 29,g4g3 e2h5 e8e7 e1e3,649,advantage discoveredAttack master middlegame short
r5k1/6pp/5p2/8/pRpN4/P1P3P1/6KP/3n4 w - - 6 38,b4c4 d1e3 g2f3 e3c4,649,crushing endgame fork short
8/8/8/4Bp2/P5r1/6P1/R2p3P/2k2K2 w - - 0 39,e5f4 g4f4 g3f4 d2d1q,649,advancedPawn crushing endgame promotion short
8/R6p/2R3pk/8/PP3p2/2P4P/6PK/2r1r3 w - - 0 36,h3h4 e1h1,649,endgame mate mateIn1 oneMove rookEndgame
r3k1r1/p2p1p1Q/2b1pBp1/4P3/3b4/8/PqP2PPP/R4RK1 b q - 0 18,d4e5 h7g8,649,hangingPiece mate mateIn1 middlegame oneMove
2r1k2r/3bppbp/p2p4/qp1P3R/3N4/3BQP2/PPP3P1/2K1R3 b k - 2 19,g7d4 e3e7,649,mate mateIn1 middlegame oneMove
8/8/8/1k2K2P/p7/8/6P1/8 w - - 0 52,h5h6 a4a3 e5e6 a3a2,649,advancedPawn crushing endgame pawnEndgame short
2r3k1/R7/1R2pp2/n5p1/8/P1r2NpP/5PP1/6K1 w - - 0 25,a7a5 c3c1 f3e1 c1e1,649,endgame mate mateIn2 short
4N1rk/1p1r3p/7b/2B1p1q1/1Q3p2/5P1b/PPPR2PP/3R2K1 w - - 7 28,d2d7 g5g2,649,kingsideAttack mate mateIn1 middlegame oneMove
8/Q7/4ppk1/3p4/N7/qP1b4/P5PP/6K1 w - - 1 33,a7f2 a3c1 f2e1 c1e1,649,endgame mate mateIn2 short
3r2k1/5p2/4p1pK/R1N4p/1P6/P2Pn2P/8/8 b - - 2 38,d8d5 a5a8 d5d8 a8d8,649,endgame mate mateIn2 short
r1b2rk1/pp3ppp/2p1p3/4P1q1/8/3Q4/PB3PPP/2RR2K1 b - - 0 20,f8d8 d3d8 g5d8 d1d8,649,backRankMate mate mateIn2 middlegame short
r1bq1bkr/ppp3pp/2n5/4N3/3PP3/1QP5/P4PPP/R1B1K2R b KQ - 2 11,c8e6 b3e6,649,hangingPiece kingsideAttack mate mateIn1 oneMove opening
1r5k/2r3p1/P4p1p/4pQ2/Rp1p4/1q6/2B2P2/2KR4 b - - 3 46,b3a4 f5h7,649,endgame mate mateIn1 oneMove
8/8/3k4/5KP1/1r6/4N3/6P1/8 b - - 4 48,d6e7 e3d5 e7d6 d5b4,649,crushing endgame fork short
2b2r1k/1r5p/p1p1pN2/7Q/2P5/qP1B4/nR4PP/1K5R b - - 1 23,b7b3 h5h7,649,mate mateIn1 middlegame oneMove
r1b1n1k1/pp4p1/2nppq2/8/5P2/2PQ4/PB2R1PP/5RK1 b - - 5 20,f6f5 d3f5 e6f5 e2e8,649,advantage kingsideAttack middlegame short
3r1b1r/pkp4p/1p2p3/4q3/P7/2P5/1P3PPP/RN2R1K1 w - - 0 19,e1e5 d8d1 e5e1 d1e1,649,backRankMate endgame mate mateIn2 short
r5k1/ppp2ppp/3b1n2/4q3/3p4/2P2Q1P/PP3PP1/R1B2BK1 w - - 1 17,c3d4 e5h2,649,mate mateIn1 middlegame oneMove
8/7p/8/p5K1/8/PkP5/1P6/8 b - - 2 39,b3b2 c3c4 b2a3 c4c5 a5a4 c5c6 a3b2 c6c7 a4a3 c7c8q,649,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong
4r1k1/2Q2p2/p2p2pp/1b6/3B4/2P5/q2N1PPP/R5K1 w - - 0 29,a1a2 e8e1 d2f1 e1f1,649,endgame mate mateIn2 operaMate short
r5k1/5ppp/3rp3/1R6/7P/R2p2P1/2p2P2/6K1 b - - 0 33,a8a3 b5b8 d6d8 b8d8,649,backRankMate endgame mate mateIn2 rookEndgame short
3r2k1/pp3p2/7R/2P1bNp1/4p3/1P5P/P2r1PP1/2R3K1 w - - 1 28,a2a4 d2d1 c1d1 d8d1,649,endgame mate mateIn2 pillsburysMate short
2r4k/2r3p1/p6p/1p4q1/3R1p2/1P1R1P1P/P4QP1/6K1 w - - 2 36,f2d2 c7c1 d2c1 c8c1,649,crushing endgame short
5rk1/p7/1pN4p/2p2P2/8/3P4/PPP3KP/8 b - - 0 26,f8f5 c6e7 g8f7 e7f5,649,crushing endgame fork short
r4Qk1/3q3p/pp1p2pB/2pnp3/P3P3/2P5/1P4PP/5RK1 b - - 1 24,a8f8 f1f8,649,endgame kingsideAttack master mate mateIn1 oneMove operaMate
8/2N5/8/1p2p2P/8/p1k1b3/P7/1K6 b - - 1 46,b5b4 c7d5 c3c4 d5e3,649,crushing endgame fork short
6k1/pp3pBp/6pP/3BPb1q/3b4/P7/1PR2RP1/6K1 b - - 1 35,f5c2 d5f7,649,endgame mate mateIn1 oneMove
8/8/5p2/P7/1K4p1/8/6k1/8 b - - 0 42,g2f3 a5a6 g4g3 a6a7 g3g2 a7a8q,649,advancedPawn crushing endgame long pawnEndgame promotion
8/4R3/7p/1P1pPkpK/8/7r/6Pr/8 w - - 0 43,g2h3 h2h3,649,endgame mate mateIn1 oneMove rookEndgame
2kr3r/pppqnpQp/2n1b3/8/2P5/8/PP2PPPP/R1B1KBNR w KQ - 1 10,g7c3 d7d1,649,mate mateIn1 middlegame oneMove
r2q1k1r/ppp5/3p1p1p/2b1p2Q/1NB1P3/3P4/PPn2PPP/R4RK1 b - - 1 15,c5b4 h5f7,649,mate mateIn1 middlegame oneMove
1r3rk1/p1p2ppp/2p2P2/3pP1q1/3Q4/7b/PPP3PP/RN3RK1 w - - 1 18,d4f4 g5g2,649,kingsideAttack master mate mateIn1 middlegame oneMove
3rr3/pp5p/5k2/2p5/5P1P/1P2P3/P2NK3/3R4 b - - 0 29,d8d7 d2e4 e8e4 d1d7,649,advantage discoveredAttack endgame short
6k1/6P1/1pp2PK1/8/1r2N3/8/8/8 b - - 2 58,b4e4 f6f7,649,advancedPawn endgame master mate mateIn1 oneMove rookEndgame
r2q1k2/pp3pp1/2p3bp/3pR3/3P4/2N1Q2P/PPP2PP1/6K1 w - - 3 22,e5e7 d8e7 e3e7 f8e7,649,crushing endgame short
8/1p6/p2R1p2/2k4p/4P3/8/PPP2K1n/8 w - - 2 35,d6f6 h2g4 f2f3 g4f6,649,advantage endgame fork short
8/8/R7/2p5/p1P1pp2/3p4/3K1k2/8 w - - 0 53,a6a4 e4e3 d2d3 e3e2,649,advancedPawn crushing endgame rookEndgame short
r2q1kBr/ppp3pp/2np4/8/3PP3/1Q3b2/PP3PPP/RN3RK1 b - - 0 12,c6d4 b3f7,649,mate mateIn1 middlegame oneMove
6k1/5ppp/8/1r6/1B6/2P5/2P3PP/Rb3K2 b - - 4 26,b1c2 a1a8 b5b8 a8b8,649,backRankMate endgame mate mateIn2 short
8/7N/pp6/2p5/P1P4p/1P2k2P/1R2p1P1/2n1K3 w - - 2 50,h7g5 c1d3,649,endgame mate mateIn1 oneMove
5rk1/5ppp/pp1P4/2p1Q3/2P5/1P1q2PP/PB5K/8 b - - 1 28,d3d1 e5g7,649,endgame mate mateIn1 oneMove
r1bk3r/1p1p1B2/p2P2np/1p3pp1/8/3P4/PPP1RPPP/4R1K1 b - - 1 21,g6f4 e2e8 h8e8 e1e8,649,mate mateIn2 middlegame operaMate short
5K2/7P/p3k3/1p6/1P3P2/2P5/1P6/7q w - - 2 57,h7h8q h1h8,649,endgame hangingPiece mate mateIn1 oneMove queenEndgame
r2qN1rk/1bppbpBp/p7/1p2P3/6Q1/1n6/PPP2PPP/RN2R1K1 b - - 2 16,g8g7 g4g7,649,kingsideAttack mate mateIn1 middlegame oneMove
r1r3k1/p2R1p2/1b2p1q1/1Bpb1pB1/7Q/2P5/PP3PPP/4R1K1 w - - 4 24,g5f6 g6g2,649,kingsideAttack master mate mateIn1 middlegame oneMove
2b4k/4qp2/p2p1NrQ/1p1Pp3/2r5/P1P3R1/1P4PP/5R1K b - - 0 37,g6h6 g3g8,649,arabianMate master mate mateIn1 middlegame oneMove
6k1/pR1R4/4pr2/5p2/1P4p1/P6P/5bP1/7K w - - 0 34,h3g4 f6h6,649,endgame mate mateIn1 oneMove pillsburysMate
5rk1/pq6/4p2p/1p4p1/3P1n2/P1P1p2P/1P4P1/R3Q1KR w - - 0 29,e1e3 b7g2,649,endgame mate mateIn1 oneMove
1r6/8/3k4/2Np1bBp/1P1r3P/P4p2/5P2/2R3RK w - - 10 36,g5e3 d4h4,649,mate mateIn1 middlegame oneMove
r5k1/1p1P2pp/p1b4n/3pr3/8/BP1B4/P4RPP/5RK1 b - - 0 23,c6d7 f2f8 a8f8 f1f8,649,mate mateIn2 middlegame operaMate short
r5rk/3n2q1/p6p/1p1p1Q2/2p2B2/P1P1PP2/6P1/3R1RK1 w - - 1 26,d1d5 g7g2,649,mate mateIn1 middlegame oneMove
r3k2r/ppqnppb1/8/1B1p2Np/P2P2nB/8/1PP2PP1/1R1QK2R w Kkq - 2 20,e1g1 c7h2,649,mate mateIn1 middlegame oneMove
3r1k1r/3B1ppp/p7/1pq5/4RPP1/7P/PPP2Q2/1K2R3 b - - 2 24,c5f2 e4e8 d8e8 e1e8,649,endgame mate mateIn2 operaMate short
r2r2k1/5ppp/5n2/pp1qpN2/2p1n3/P3P1P1/1P2QP1P/R3BRK1 b - - 1 19,e4c5 f5e7 g8h8 e7d5,649,crushing fork middlegame short
r2qk2r/pp3pbp/2npp3/5R1Q/2B1n3/2P5/PP4PP/RNB3K1 b kq - 0 12,d6d5 h5f7,650,attackingF2F7 mate mateIn1 oneMove opening
r1bq1k1r/p5b1/2pp1nBp/4p3/1P2Ppp1/1QP2NP1/P4P1P/R1B1RNK1 b - - 0 18,g4f3 b3f7,650,mate mateIn1 middlegame oneMove
3kr3/1p2qp2/3b1Q1p/1N4p1/2p5/8/P1P2PPP/1R4K1 w - - 6 37,f6d4 e7e1 b1e1 e8e1,650,endgame mate mateIn2 sacrifice short
1k1r4/ppp2R2/2np4/2b1p3/4P1p1/3P4/PPPN2P1/R6K w - - 0 24,f7g7 d8h8 g7h7 h8h7,650,endgame mate mateIn2 pillsburysMate short
r3r1k1/1p3ppp/2pp1q2/p7/3QPn2/PPN2P1b/2PRBP1P/6RK b - - 2 21,f6h4 d4g7,650,kingsideAttack mate mateIn1 middlegame oneMove
1k2r3/1p3p2/R2p4/3N4/4r3/6Pp/5P1P/1R4K1 w - - 1 32,a6b6 e4e1 b1e1 e8e1,650,endgame mate mateIn2 short
r2r2k1/pb1q1pbp/1p3np1/1Np5/2B2Q2/2P1P1B1/PP3PPP/R4RK1 w - - 4 20,a1d1 d7d1 f1d1 d8d1,650,advantage middlegame short
4r1k1/pp4pp/2p1qp2/3nP2n/1P1B4/PQ4Pb/5P1P/2R1R1KB w - - 0 23,e5f6 e6e1 c1e1 e8e1,650,kingsideAttack mate mateIn2 middlegame pillsburysMate short
r7/r4p1k/b3p1pq/1RNpP2p/2pP4/2Q2P2/6PP/R5K1 w - - 0 47,c5a6 a7a6 a1a6 a8a6,650,crushing middlegame short
r2r2k1/pp2bppp/4p3/2p5/4PP2/6N1/PPnR2PP/1RB3K1 b - - 7 16,c2e3 d2d8 a8d8 c1e3,650,advantage discoveredAttack middlegame short
rn1qkb1r/pppbpppp/5n2/4N3/2Q5/8/PP1PPPPP/RNB1KB1R b KQkq - 2 5,b8c6 c4f7,650,attackingF2F7 mate mateIn1 oneMove opening
3q1rk1/6pp/p2r1p2/1pR5/2n5/4N1Q1/PPP2PPP/R5K1 w - - 3 24,e3c4 d6d1 a1d1 d8d1,650,backRankMate mate mateIn2 middlegame short
5rk1/6pp/p7/3R4/2Q5/2P5/P4qPP/2R1r2K w - - 2 32,c1e1 f2e1 c4f1 f8f1,650,backRankMate endgame mate mateIn2 short
r4rk1/1b1p1ppp/1p2p1n1/p1n1P3/3N2qN/2P3P1/PPQ2P1P/RB3RK1 b - - 2 17,g6h4 c2h7,650,kingsideAttack mate mateIn1 middlegame oneMove
6k1/pp1bQpp1/2p4p/3p4/3P1qP1/2PB3P/P1P5/4K3 b - - 4 25,d7e6 e7e8,650,endgame master mate mateIn1 oneMove
4r1k1/p4pp1/5n1p/1P6/P7/3N1Q2/6PP/2q4K w - - 0 32,d3c1 e8e1 f3f1 e1f1,650,backRankMate endgame fork mate mateIn2 short
r5k1/p4p1p/4rQ1p/8/3P4/8/Pq3PPP/2R1R1K1 w - - 1 28,e1e6 b2c1 e6e1 c1e1,650,endgame hangingPiece mate mateIn2 short
8/p3R2p/kppR4/n7/8/4BbP1/r1N2P1P/6K1 w - - 0 27,c2d4 a2a1 e3c1 a1c1 e7e1 c1e1,650,long mate mateIn3 middlegame pillsburysMate
4r1k1/pp2r2p/2p3B1/3p4/8/2Q5/PPP5/1K1Rq3 w - - 1 31,d1e1 e7e1 c3e1 e8e1,650,backRankMate endgame mate mateIn2 short
8/pk4p1/4B2p/8/8/5P1r/PPP5/3K4 b - - 1 30,h3f3 e6d5 b7b6 d5f3,650,advantage endgame fork short
2r2rk1/1p3ppp/p2qp3/5b2/P1Bn2n1/2NP1N1P/1PP1QPP1/R4RK1 w - - 1 14,f3d4 d6h2,650,mate mateIn1 middlegame oneMove
1r6/4k3/2p5/3p1pp1/p2P4/P1K1P1P1/1R3P2/8 b - - 4 38,b8b2 c3b2 c6c5 d4c5,650,crushing endgame short
8/p7/4p2p/1pN2p1k/1PbPpP1b/P3P1K1/3B3P/8 w - - 11 36,g3h3 c4f1,650,endgame master mate mateIn1 oneMove
r3r1k1/pppn1ppp/8/3P2q1/3Nb3/P1N1n3/1P1QB1PP/R4RK1 w - - 0 21,c3e4 g5g2,650,kingsideAttack mate mateIn1 middlegame oneMove
8/7k/2r5/5NK1/5PP1/8/8/8 b - - 4 53,h7g8 f5e7 g8f7 e7c6,650,crushing endgame fork master short
6k1/1R3p2/4p2p/7P/3B4/1p1KP3/5r2/1r6 b - - 0 36,b3b2 b7b8 g8h7 b8h8,650,endgame mate mateIn2 operaMate short
n4rk1/5p1p/2R1p1p1/4b2q/2P5/1P2BN2/5PPP/3Q2K1 w - - 1 24,f3e5 h5d1,650,backRankMate hangingPiece mate mateIn1 middlegame oneMove
8/8/4k1pp/5p2/r1N2P2/P2PK1P1/7P/8 b - - 8 45,e6d5 c4b6 d5e6 b6a4,650,crushing endgame fork master short
1r2r1k1/pbp1Bpbp/5np1/8/2Pp4/1P3B2/P4PPP/RN2R1K1 w - - 1 18,e7f6 e8e1,650,backRankMate hangingPiece mate mateIn1 middlegame oneMove
5r1k/p5pp/1p2p3/1q1pP3/3P4/4Q1R1/1B4PP/6K1 w - - 0 32,e3d2 f8f1,650,endgame mate mateIn1 oneMove
r2qkb1r/pppnp2p/4p1pP/3P3R/8/2N5/PPP1Q1P1/R1B1K1N1 b Qkq - 0 14,g6h5 e2h5,650,mate mateIn1 middlegame oneMove
r2qkb1r/1p1npppp/p4n2/1N1P4/Q1PP4/8/5PPP/R1B1K1NR b KQkq - 2 10,d7b6 b5c7,650,discoveredCheck doubleCheck mate mateIn1 oneMove opening
5k2/4rp1R/7P/pp6/6P1/1KP1n3/1P6/8 b - - 0 37,e3g4 h7h8,650,endgame mate mateIn1 oneMove
5r1k/p1p1R3/2p3pp/3p4/3b1rP1/1BN5/PPP3PP/3R2K1 w - - 1 20,g1h1 f4f1 d1f1 f8f1,650,backRankMate mate mateIn2 middlegame short
6k1/p4pp1/1p2pb1p/8/1P1B4/3B4/1r3PPP/2R4K b - - 0 35,f6d4 c1c8,650,endgame master mate mateIn1 oneMove pillsburysMate
2r4k/1b4p1/p6p/1p3p1P/1N3Pn1/P3P1P1/BP6/3R2K1 w - - 1 27,d1d7 c8c1 d7d1 c1d1,650,endgame mate mateIn2 pillsburysMate short
8/8/8/6p1/5kP1/8/2r4K/6R1 w - - 10 53,g1g2 c2g2 h2g2 f4g4,650,crushing endgame rookEndgame short zugzwang
r1b2r1k/ppb3pp/8/7q/1NN2p2/P2P2P1/1PKQ3P/2R2R2 b - - 3 33,f4g3 f1f8,650,backRankMate hangingPiece mate mateIn1 middlegame oneMove
8/8/5B1p/p2pR3/8/6kP/3r2P1/7K w - - 1 41,f6g7 d2d1 e5e1 d1e1,650,endgame mate mateIn2 short
8/4k3/2R1P3/7p/8/r4p1P/4KP2/8 w - - 0 43,e2f1 a3a1 c6c1 a1c1,650,endgame mate mateIn2 rookEndgame short
2B5/2p1kp2/1p5p/8/3r2P1/p1N1KP2/7P/8 b - - 1 38,d4b4 c3d5 e7d8 d5b4,650,advantage endgame fork short
rn2k1nr/ppBb1p1p/6q1/2p5/4p3/6PB/PPP4P/R2QK1NR b KQkq - 0 15,d7h3 d1d8,650,mate mateIn1 oneMove opening
q3k3/p3npp1/5bp1/2p4r/3p2Q1/3P2P1/PP3P2/R1B1R1K1 w - - 0 20,c1f4 a8h1,650,master mate mateIn1 middlegame oneMove
1q2k3/p3ppb1/6p1/1B3b1p/8/1P2B3/P1PR1PPP/2KR4 b - - 3 19,b8b5 d2d8,650,endgame mate mateIn1 oneMove
4r2k/p5pp/3bqn2/2p5/3p4/8/P1QBNPPP/4R1K1 w - - 2 23,e2d4 e6e1 d2e1 e8e1,650,mate mateIn2 middlegame short
5k2/3p3Q/1q1N1p2/3Rp1p1/2P4p/5P1P/P5P1/1r5K w - - 1 44,h1h2 b6g1,650,endgame mate mateIn1 oneMove
r1b2rBk/pp3pp1/2n1p3/2p3q1/3P4/2P5/PPQ2PP1/R3K2R b KQ - 3 16,h8g8 c2h7,650,mate mateIn1 middlegame oneMove
1r4k1/RP3pqp/2b1p3/5p2/1P6/4PN1P/4QPP1/6K1 w - - 0 36,f3d4 g7g2,650,endgame master mate mateIn1 oneMove
3k3r/ppr1npp1/6p1/1B1p4/3P4/2P1RP2/P4P1P/4R1K1 b - - 1 22,e7f5 e3e8 h8e8 e1e8,650,endgame mate mateIn2 operaMate short
r3r2k/2p1R3/6pp/pp6/4RN2/2PP1pPb/P4P2/6K1 b - - 3 31,h3f5 e7e8 a8e8 e4e8,650,crushing endgame short
r2q2kr/3n3p/p3Q2B/1p1b2b1/4p3/1B6/PPP2PPP/R3R1K1 b - - 0 20,d5e6 b3e6,650,bodenMate kingsideAttack mate mateIn1 middlegame oneMove
6k1/4nppp/4p3/3pP3/2p3P1/2P2PKP/R7/1rN5 b - - 0 37,b1c1 a2a8 e7c8 a8c8,650,backRankMate endgame mate mateIn2 short
5rk1/ppp1pp1p/7p/3P4/8/3P1bP1/Pb3P1P/R3KBR1 w Q - 0 16,a1b1 b2c3,650,bodenMate endgame mate mateIn1 oneMove
r7/3k4/p2Pn3/1pp3p1/8/2PR2pP/PP6/4NK2 w - - 0 28,f1g2 e6f4 g2g3 f4d3,650,crushing endgame fork short
r4rk1/4bp1n/p1np3p/q2Np1p1/1p2P2P/1P2BP2/1PPQ2P1/2KR1B1R w - - 2 18,h4g5 a5a1,650,mate mateIn1 middlegame oneMove
3rr1k1/5ppp/pq3N2/8/P2p4/1b5P/1PP1RPP1/1R2Q1K1 b - - 0 24,b6f6 e2e8 d8e8 e1e8,650,kingsideAttack mate mateIn2 middlegame short
2r1Q1k1/5pp1/p2B2b1/2P5/7R/4R2P/5qPK/r7 b - - 1 37,c8e8 e3e8,650,mate mateIn1 middlegame oneMove
8/5pkp/2p5/3b4/r7/3PN2P/6P1/6RK b - - 1 39,a4d4 e3f5 g7f6 f5d4,650,crushing endgame fork master short
8/2r1k3/p5pp/1p4N1/6p1/P1N5/1PP4P/3K4 b - - 1 35,h6g5 c3d5 e7d7 d5c7,650,advantage endgame fork short
2r5/R2n1kp1/3B3p/4p3/PP1p2p1/8/5PPP/6K1 w - - 0 37,d6e5 c8c1,650,backRankMate endgame mate mateIn1 oneMove
8/4p3/3p2p1/8/4N1k1/PR3n2/KP5p/8 w - - 4 48,e4f2 g4g3 f2h1 g3g2,650,advantage defensiveMove endgame master short
8/7B/7N/6pP/6P1/2k1p3/8/6K1 w - - 0 62,h7e4 e3e2 e4f3 e2e1q,650,advancedPawn crushing endgame master promotion short
4N3/1b2kp2/4p1p1/1PP3Pp/2K2P1P/8/8/8 b - - 0 60,e7e8 c5c6 b7c6 b5c6,650,bishopEndgame crushing endgame master short
