FEN,Moves,Rating,Themes
8/8/8/3p3p/2p1kPpK/2P5/3B4/8 w - - 3 56,h4h5 g4g3 d2e1 d5d4 e1g3 d4d3,2793,bishopEndgame crushing endgame long
8/1pr5/1k1p4/3P1K2/PR6/8/8/8 b - - 0 48,b6c5 b4b5 c5d4 f5e6 c7c4 e6d6 c4a4 d6e6 d4c4 b5b7,2793,crushing endgame rookEndgame veryLong
1r5k/5R1p/p1B3pB/1pb2b2/2p5/P7/2P3PP/7K b - - 4 27,f5c2 h6g7 h8g8 f7d7 c5e7 d7e7,2793,advantage endgame long quietMove
8/p3bp2/4p1p1/1ppkP3/4NPKp/2Pr1P1P/PP2R3/8 b - - 1 29,a7a5 e4f2 c5c4 f2d3 c4d3 e2e3 d3d2 e3d3,2793,crushing endgame trappedPiece veryLong
6k1/pRp3p1/2n1r2p/3p2Bb/P2P4/5P1q/4BP2/3Q1RK1 w - - 0 22,f1e1 e6g6 f3f4 h5e2 d1e2 h6g5 e2e8 g8h7 e1e3 h3g4 e3g3 g4d1 g1g2 g6h6,2793,crushing defensiveMove master middlegame pin veryLong
6k1/p5pp/1q2p3/1P2Np2/PQ1P1P2/4P3/2r2KB1/8 w - - 3 39,f2f3 b6b7 e5c6 b7f7 c6e7 g8h8 f3g3 f7h5 g2h3 h5e2 e7f5 e2f2 g3g4 e6f5 g4f5 c2c8 b4e7 f2f3 h3g4 f3d5,2793,advantage endgame intermezzo quietMove veryLong
8/8/1p1k4/p4p2/P2K4/8/1PP5/8 w - - 0 39,c2c4 d6e6 c4c5 b6c5 d4c5 f5f4 c5d4 e6f5 b2b4 f4f3 d4e3 a5b4 a4a5 b4b3 a5a6 b3b2 a6a7 b2b1q,2793,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong
1r3r1k/5p2/p6P/3P1Qp1/4pP2/2q5/1P4R1/1K4R1 b - f3 0 33,b8b5 g2c2 c3d4 f5g5,2793,crushing endgame short
1qr5/1b2k3/1p1p1b2/pPnPp2p/2N1Pp2/B2B1PpP/1QR3P1/6K1 w - - 1 38,c4b6 c5d3 b6c8 b7c8 b2c3 b8b6 g1f1 c8d7 c3c7 b6b5,2793,crushing middlegame veryLong
8/8/pp1k4/2p1Np2/1PPp1Pp1/P7/6K1/8 w - - 1 39,g2g3 c5b4 a3b4 d6c7 e5d3 a6a5,2793,crushing endgame knightEndgame long
2Qb1rk1/5pp1/p3pn1p/1p1q4/5B2/P3P3/1PB1NP1P/4K1R1 w - - 3 20,f4h6 d8a5 c8c3 a5c3 e2c3 d5f3 c2d1 f3h3 h6g7 h3h2 g1g5 h2h1 e1e2 f6h7,2793,advantage master middlegame veryLong
6k1/5p1p/4p1p1/pp6/7P/3P2P1/PP3P2/2K5 b - - 0 31,g8g7 c1c2 g7f6 c2b3 f6e5 a2a4 b5b4 b3c4,2793,crushing endgame pawnEndgame veryLong
5rk1/2R2p1p/q3p1p1/2QpP3/1P6/7P/5PPK/8 b - - 2 31,f8b8 c7f7 g8f7 c5c7 f7f8 c7b8,2793,attraction crushing endgame fork long sacrifice
8/8/1pB5/p3kbpp/1P6/P3P1P1/5K2/8 w - - 4 43,f2f3 a5b4 a3b4 f5e4 c6e4 g5g4 f3e2 e5e4,2793,bishopEndgame crushing deflection endgame sacrifice veryLong
2r5/1Qpk1p2/PBnp4/4p1q1/2P1P2p/2PPn1p1/6P1/RR3K2 w - - 1 32,b6e3 g5e3 b7b2 h4h3 g2h3 c8b8 b2a2 g3g2,2793,advancedPawn crushing middlegame veryLong
3R4/q4p1k/2p1b1p1/4p1Pp/nN2P3/P4P2/1K2Q1P1/8 w - - 5 38,b2a1 a4c3 e2a6 a7e3,2793,crushing endgame master short
8/6p1/4pppk/p1p1P3/PpP2PP1/1P6/4K2P/8 b - - 0 32,f6e5 e2f3 g6g5 f4g5 h6g5 f3g3 g5f6 h2h4,2793,crushing defensiveMove endgame pawnEndgame veryLong
8/5p1k/6pp/P7/8/1Pqp3P/5PP1/3Q3K w - - 0 35,a5a6 d3d2 h1h2 c3c1 d1f3 h7g8 a6a7 c1c7,2793,advancedPawn crushing endgame queenEndgame veryLong
7r/2k1pNbp/pr1pBnp1/1pp4q/3nPB2/P1NP2K1/1PPQ1P2/R4R2 w - - 7 20,f7h8 h5f3 g3h2 d4e6 f4g3 f6g4 h2g1 g7d4,2793,clearance crushing exposedKing middlegame veryLong
q7/3b1k2/4p3/2Qpn3/2pPnP1P/2P1P3/P5R1/2KB4 w - - 1 38,c5c7 a8a3 c1b1 e4c3 b1c2 c3d1 c2d1 a3a4,2793,attraction crushing exposedKing fork middlegame veryLong
8/8/2P1kp1p/B5p1/R4p2/7P/p3nPPK/r7 b - - 0 48,e6d6 c6c7 d6d7 a5b6 f4f3 g2f3 a1c1 a4a2,2793,advancedPawn crushing endgame master quietMove veryLong
4rrk1/p1p2ppp/2p5/2bpP3/5Bbq/3B4/PPPQ1PP1/RN3RK1 w - - 2 13,f4e3 e8e5 e3c5 g4f3 d2b4 h4g5 g2g3 g5h6 b4h4 e5h5 d3e2 f3e2,2793,clearance crushing middlegame pin quietMove sacrifice veryLong
3r2k1/5ppp/p1P1p3/1p1bNnq1/8/P1Q1P2P/1P2BRP1/6K1 b - - 2 27,f5e3 e5f7 g5g3 c3e1 e3g2 f7h6,2793,crushing fork long middlegame quietMove
6k1/6p1/3K4/2pPp1P1/2P1Np2/r4P2/8/8 b - - 0 48,a3f3 d6e7 g8h7 d5d6 f3d3 e4c5 d3d4 d6d7,2794,advancedPawn crushing endgame veryLong
8/5pk1/p2P4/1p3p2/3p3p/P2Q4/qP2RK1P/2r5 b - - 0 40,a2a1 d3d4 f7f6 d6d7 c1f1 f2e3 a1c1 e2d2,2794,advancedPawn crushing defensiveMove endgame master veryLong
8/pp6/8/2pPk2p/PP3pPP/8/6K1/8 b - - 0 34,h5g4 h4h5 f4f3 g2f1,2794,crushing defensiveMove endgame pawnEndgame quietMove short
5r1k/1p3ppp/p3pN1P/4P2Q/1bP2P2/1q1r1N2/7P/5RBK b - - 0 28,g7f6 h5h4 b4e7 e5f6 e7d6 h4g4 f8g8 f3g5 g8g5 g4g5 d6f8 f1f2,2794,crushing defensiveMove intermezzo middlegame veryLong
1nb1r1q1/2b2r1k/p1p1p1p1/PpPpP1Pp/1P1P1P1P/1K1NQ1N1/5R2/5R2 b - - 20 34,g8f8 g3h5 g6h5 g5g6 h7g6 f4f5 g6h7 e3g5 f8g7 g5h5,2794,attraction clearance crushing middlegame sacrifice veryLong
4rrk1/5ppp/qNp5/4n2R/8/1B2p1P1/PP5P/R2Q2K1 w - - 1 27,b6d7 e3e2 d1c2 e5d3,2794,advancedPawn advantage middlegame short
N2k3r/1p3p1p/3P2p1/p1p3P1/8/4BnbB/PqQK4/R6R w - - 4 29,d2d3 c5c4 d3e2 f3d4 e3d4 b2c2,2794,crushing exposedKing fork long middlegame pin
8/8/1K6/3k2p1/1n1P1pP1/5P2/8/2N5 w - - 1 48,c1b3 b4c2 b6a5 c2d4 b3d2 d4e6,2794,crushing defensiveMove endgame knightEndgame long master
7r/p4k1P/1p3p2/4p3/3pPpKR/P2P3P/1PP5/8 w - - 2 38,g4f5 f4f3 h4h6 f7e7 h6f6 h8h7,2794,advantage endgame long rookEndgame
3r4/1p3q1k/4pp1P/3p2n1/1p5N/1Q2PP2/1PPK4/6R1 w - - 5 30,f3f4 g5e4 d2e2 d8g8 g1g7 g8g7,2794,crushing endgame long
3r4/ppq1nQ1k/3p2r1/4p2b/4P3/8/PPP1BP1K/R4R2 b - - 0 27,h7h6 e2h5 g6g5 f7e6 h6h5 f1g1 d8g8 e6h3,2794,crushing exposedKing middlegame veryLong
rn3k1r/p1q1pp1p/3P2p1/1B2bb2/1Q6/8/PB3P1P/K2R2N1 b - - 1 22,e5b2 b4b2 e7d6 d1e1 f5e6 e1e6,2794,crushing long middlegame quietMove
r3r1k1/1b1n1q1p/pp1pB1p1/2pP4/P7/2N2PP1/1P1Q1P2/R3K2R w KQ - 1 21,d2h6 d7f8 e1c1 f8e6 d5e6 e8e6,2794,advantage long middlegame pin
3r2r1/pb3p1k/1p2pQ2/3qPn1P/P4P2/B1pB4/2P3PR/R3K3 w Q - 5 25,a3e7 d5d4 d3f5 e6f5 f6f5 h7h8 e7f6 g8g7 f5d3 d4g1 e1e2 b7f3 e2f3 d8d3 c2d3 g1h2,2794,advantage attraction exposedKing fork middlegame veryLong
R5Q1/5p2/2p2bpk/p2n3p/P4q2/1r3N1P/5PP1/3R2K1 w - - 2 34,a8c8 b3f3 g2f3 f4g5 g1h1 d5f4 d1g1 g5d5,2794,advantage clearance middlegame sacrifice veryLong
7r/2p4p/1p2k1p1/3q1p2/r3p3/7Q/5PPP/1R1R2K1 b - - 1 30,d5a2 h3c3 h8d8 b1b6 c7b6 c3c6,2794,advantage endgame long sacrifice
8/pp6/6Pb/8/7P/2pk4/4N1P1/5K2 w - - 3 40,h4h5 b7b5 g2g4 b5b4 g4g5 b4b3,2794,crushing endgame long quietMove
8/5p2/8/4K2p/5p2/1R2pk1P/8/8 w - - 0 49,e5d4 f3f2 b3b1 e3e2 d4e4 f4f3 h3h4 f7f6 e4f4 e2e1q b1e1 f2e1 f4f3 e1f1,2794,advancedPawn crushing defensiveMove endgame promotion quietMove rookEndgame veryLong zugzwang
8/3k4/2p5/1pPpPK2/1P1P4/8/2n1N3/8 b - - 0 41,c2b4 f5f6 b4a6 e5e6 d7e8 f6e5 b5b4 e5d6 b4b3 d6c6,2794,crushing endgame knightEndgame veryLong
8/3r4/7P/8/6P1/8/2kp1P2/R4K2 b - - 0 55,d2d1q a1d1 d7d1 f1g2 d1d8 g4g5 d8h8 f2f4 c2c3 g2f3 c3d4 g5g6 h8h6 f4f5 h6h5 f3g4,2794,advantage endgame quietMove veryLong
8/7p/pppp1p1k/5P1p/PPPPP2K/8/8/8 b - - 0 42,b6b5 d4d5 c6d5 c4b5 a6b5 a4a5 d5e4 h4g3,2794,crushing defensiveMove deflection endgame pawnEndgame quietMove sacrifice veryLong
8/4k3/4P3/p2P2R1/P1p3Pp/2Prp3/2K5/8 w - - 0 46,g5e5 h4h3 d5d6 e7d6 e6e7 h3h2 e5e6 d6c7 e6h6 d3d2 c2c1 c7d7 e7e8r d7e8,2794,advancedPawn crushing endgame rookEndgame veryLong
2r2rk1/7p/4p1P1/4PpP1/p1pPq3/PpQ5/1P1K3R/7R b - - 2 34,h7g6 d2c1 g8f7 c3a5 e4f4 c1b1,2794,crushing defensiveMove endgame long
1k1Rr3/4P1p1/p2K2P1/P7/8/8/7p/8 b - - 1 49,b8b7 d8e8 h2h1q e8b8 b7a7 b8b7 h1b7 e7e8q b7b4 d6e6 b4e1 e6f7,2794,advancedPawn crushing endgame promotion rookEndgame veryLong
5r1k/4q1pp/2b5/7B/p2Q1R2/6P1/2r2P1P/3R2K1 b - - 4 30,h7h6 d4e3 e7e3 f4f8 h8h7 f2e3 c2g2 g1f1,2794,advantage deflection intermezzo middlegame sacrifice veryLong
4r1k1/5pp1/p2r3p/1p1P4/3q1N2/P2P2Q1/BP4PP/1R5K w - - 7 26,a3a4 d6f6 f4h5 f6g6 b1e1 e8e1 g3e1 d4b2,2794,crushing middlegame veryLong
3k3r/ppr1nq1p/1b3p1B/2P1p3/1Q1p3N/8/P4PPP/2R1R1K1 b - - 0 25,e7d5 b4a3 f7e7 h4f5,2794,advantage middlegame short
8/8/2b1P1p1/k5N1/1p6/p4Pp1/6P1/4R1K1 w - - 0 48,e1e5 a5b6 e5e1 b4b3 g5e4 b3b2,2794,advancedPawn crushing defensiveMove endgame long
2b5/5knQ/1r4p1/2qp2P1/8/pP1B1P2/2P4P/1K1RR3 w - - 1 35,d3g6 b6g6 e1e8 a3a2 b1b2 g6c6,2794,advancedPawn advantage defensiveMove long master middlegame
8/p1q4p/2P3pk/1P3r2/P3Q2b/4P3/4B3/3R1K2 w - - 0 37,f1g1 c7g3 e4g2 g3e3 g1h1 f5f2 g2g4 f2f4 d1d3 e3e5,2794,crushing deflection endgame exposedKing veryLong
1k6/1p2q3/p5p1/Q3P1P1/3rpP2/1P6/1K6/2R5 w - - 0 42,a5c5 e7c5 c1c5 e4e3 e5e6 d4e4 e6e7 e4e7,2794,advantage clearance endgame master veryLong
r2qrk2/pp2ppbQ/3p2p1/1N3PP1/2n5/1N6/P1P3P1/1K1R3R b - - 0 20,d8b6 b5d4 c4a3 b1c1,2794,advantage defensiveMove middlegame quietMove short
6rk/p4p1p/1p3P2/2p1P3/7P/2P1Q2K/r7/8 b - - 2 36,g8g2 e5e6 f7e6 e3e5 a2e2 f6f7 e2e5 f7f8q g2g8 f8f6,2794,advancedPawn clearance crushing discoveredAttack discoveredCheck endgame promotion queenRookEndgame sacrifice veryLong
8/1pr3p1/pRP3P1/4k3/2K1P2p/7P/P7/8 w - - 1 37,c4c5 c7c6 b6c6 b7c6 a2a4 e5e4 a4a5 e4f4 c5b6 c6c5 b6a6 c5c4 a6b5 c4c3 a5a6 c3c2 a6a7 c2c1q,2794,advancedPawn crushing endgame promotion quietMove rookEndgame veryLong
5qk1/5p1p/3P1Pp1/p3B2P/1p2p3/3bQ3/6PK/8 b - - 0 35,b4b3 d6d7 d3b5 e3f4 b3b2 e5d6 b2b1q d6f8,2794,advancedPawn crushing endgame veryLong
8/8/3pk3/PK6/1R6/8/8/r7 b - - 0 52,d6d5 a5a6 e6d7 b5b6 d5d4 b6b7 d4d3 b4d4 d7e7 d4d3,2795,crushing endgame master rookEndgame veryLong
3r4/6k1/3q1p2/6pQ/8/6R1/6PK/8 b - - 1 43,f6f5 h5g5 g7f7 g5g7 f7e6 h2h3 d6d4 g3g6 e6d5 g7f7 d5e4 g6e6 e4d3 f7f5,2795,crushing deflection endgame exposedKing veryLong
1krq1b1N/1p1b1Qpp/5n2/4p1N1/3n4/8/PPPP1PPP/R1B2RK1 w - - 5 18,c2c3 d4e2 g1h1 d7c6 d2d4 c6d5,2795,advantage long opening
2kr3r/pp1n1pp1/2pqpn2/4N3/3P3p/1Q1B2P1/PPP2P1P/R3R1K1 b - - 1 16,d7e5 d4e5 d6c5 e5f6 h4g3 h2g3 h8h2 e1f1 c5h5 d3e4,2795,advantage fork middlegame quietMove veryLong
8/5p2/6pp/8/5PP1/4k1KP/8/8 w - - 1 61,h3h4 e3e4 g4g5 h6h5 g3f2 e4f4,2795,crushing endgame long pawnEndgame quietMove
3rr1k1/5ppp/1PR2n2/3P4/2Q1pnq1/P3P3/1B1R2PP/6K1 w - - 0 30,e3f4 e4e3 d2e2 f6d5 h2h3 g4g3,2795,crushing long master masterVsMaster middlegame
8/PKn5/1P1k2p1/8/7P/5p1P/8/8 b - - 0 56,c7a8 b7a8 f3f2 a8b8 f2f1q a7a8q f1f8 b8a7,2795,advancedPawn clearance crushing endgame hangingPiece promotion veryLong
1k6/pp2q1rp/3b4/3B4/3p2r1/1Q6/PP3PPP/2R2RK1 w - - 3 23,h2h3 g4g2 d5g2 e7e4 b3g3 g7g3,2795,advantage long middlegame pin sacrifice
1k1r3r/1pp1nqb1/p1p4p/2N3p1/6Q1/P2P4/bPPB1PPP/4RK1R b - - 7 19,g7b2 g4b4 b7b6 c5a6 b8b7 e1e7 f7e7 b4e7,2795,advantage middlegame queensideAttack veryLong
r6k/1p2b3/p1p4p/6p1/4P2q/2P1BR2/PPB1K3/R7 b - - 3 32,g5g4 e3d4 h8h7 f3f7 h7g6 a1f1,2795,advantage defensiveMove exposedKing long middlegame
1R6/kpQ1bp1p/p3p3/5pr1/3q1N2/7P/PP3PP1/6K1 b - - 3 30,d4b2 b8e8 e7a3 c7b8 a7b6 b8d8,2795,advantage clearance endgame long
2Q1r3/6pk/2p3q1/8/1P1p1pP1/5P2/3Kp3/R3B3 w - - 2 45,c8b7 e8e3 b7a6 e3b3 a6e2 b3b2 d2d1 b2e2,2795,crushing endgame exposedKing skewer veryLong
7k/4K3/5R1r/1P6/P1n3p1/6P1/8/8 b - - 13 48,h6f6 e7f6 h8h7 f6e7 h7g6 e7d8 g6f5 d8c7,2795,crushing defensiveMove endgame veryLong
8/8/8/2p1kp2/1pP2Np1/1Pb3K1/4PP2/8 b - - 3 41,c3e1 f4d3 e5d4 d3e1 d4c3 e2e4 f5e4 g3g4 e4e3 f2f4 c3b3 g4f3 b3c4 f3e3,2795,crushing deflection endgame fork quietMove veryLong
4r1kb/7p/pq1rPpp1/1p1B2B1/2pPQ3/6PP/PPP5/5R1K b - - 2 28,f6g5 e4f3 g8g7 f3f7 g7h6 f7e8,2795,advantage fork long middlegame quietMove
4bk2/1pq4p/p2p1Pn1/3Pp2Q/5P2/8/PPP4P/6RK w - - 3 28,f4f5 e8f7 h5h6 f8e8 f5g6 f7d5 g1g2 d5g2 h1g1 c7c5 g1g2 c5c2,2795,advantage endgame master sacrifice veryLong
b1r4k/p2R1Bp1/1p6/4p1qp/PP2Pn2/4BP2/5QPP/7K w - - 1 30,f2d2 c8c1 e3g1 c1d1 d2f4 d1g1,2795,crushing kingsideAttack long middlegame
1r1qkb1r/1p1b1ppp/p1B1pn2/8/3P4/2N3P1/P1P1NP1P/1R1QK2R w Kk - 1 13,c6b7 b8b7 b1b7 d8a8 d1b1 d7c8,2795,clearance crushing long opening sacrifice
r4rk1/1p1qbppp/p2p4/2pP2PQ/4R3/6B1/PP5P/5RK1 b - - 2 21,a8e8 e4h4 h7h6 f1f6 e7f6 g5f6,2795,advantage kingsideAttack long master middlegame quietMove sacrifice
2b5/4rpk1/p2p4/3P1P2/B1pq2Np/5QnP/Pr4PK/R3R3 b - - 2 29,g3f5 a1d1 b2d2 d1d2 d4d2 e1e7 f5e7 f3f6 g7g8 g4h6 g8h7 h6f7,2795,crushing deflection middlegame veryLong
r1r3k1/4Npp1/4p2p/3q4/3Pn3/p6P/3R1PP1/R1Q3K1 b - - 7 29,g8f8 e7c8 e4d2 c8b6 d2b3 c1c3 d5b7 b6a8 b3a1 c3a3 f8g8 a3a1,2795,capturingDefender crushing fork middlegame veryLong
1k6/pp4p1/8/5b2/1K1q4/8/PPP3PP/RNB1R3 w - - 1 25,c2c4 a7a5 b4a5 d4c5 a5a4 c5c4 a4a3 b7b5,2795,attraction crushing defensiveMove endgame veryLong
r3kb2/5p2/2bp1p2/2q1pP1Q/1p2P2P/p2B4/PPP3P1/1K1R3R w q - 0 21,b2b3 c5c3 b1c1 a8d8 h1h3 d6d5,2795,crushing long master middlegame quietMove
5rk1/1p1r1qbp/1Rp1n1p1/Q1p1p3/P1P1P3/4BPP1/2P1N2P/5R1K w - - 1 23,e3c5 d7d1 f1d1 f7f3 h1g1 e6g5,2795,crushing deflection fork long master middlegame sacrifice
4r1k1/p2P2p1/2Q4p/1p3p2/3P1P2/4q3/PP5P/2R3K1 w - - 1 31,g1f1 e3h3 f1f2 h3h2,2795,advantage endgame short
3N2k1/6p1/pp4rp/8/4PR1b/3n3Q/PP1q2PP/5RK1 w - - 1 27,f4h4 g6f6 g2g3 d2e3 g1h1 d3f2 f1f2 f6f2 h3e6 g8h7,2795,crushing defensiveMove fork middlegame veryLong
1r4k1/2q2p2/1rpb1P1p/p1Nb2B1/3Pp1P1/P6P/1PRQ4/5RK1 b - - 0 26,h6g5 d2g5 g8f8 f1f5 d6c5 d4c5 b6b2 f5e5 c7e5 g5e5,2795,crushing kingsideAttack middlegame veryLong
8/pp1k4/2pp3p/3r1Pp1/3P2P1/2P1R3/3K3P/8 b - - 0 35,c6c5 f5f6 c5d4 e3e7 d7d8 e7e6 d4c3 d2c1 d5d4 f6f7 d4f4 e6e8,2795,advancedPawn crushing endgame rookEndgame sacrifice veryLong
1r6/r4pk1/3q1np1/3p3p/3P4/2pB2RP/1PQ2PP1/4R1K1 w - - 0 27,d3g6 h5h4 g3g5 d6f4 g5f5 f4d2 c2c3 d2c3,2795,advantage master masterVsMaster middlegame veryLong
r2q1rk1/ppp3pp/4pn2/n1b1p3/8/P1N2N2/1PPP1PPP/R1BQR1K1 w - - 0 12,f3e5 c5f2 g1f2 d8d4 f2g3 g7g5,2795,advantage attraction defensiveMove kingsideAttack long opening sacrifice
2b1r1k1/5pbp/pr1p2p1/2pPP3/R4n1q/2N1B2P/1P4P1/3QRBK1 b - - 1 23,g7e5 e3f4 e5d4 d1d4,2795,advantage master masterVsMaster middlegame short
q4Q2/Pk1r2p1/8/2p1p3/1p5b/5N2/1B2K3/R3RB1q w - - 1 33,f8a8 b7a8 f3h4 h1h4 f1g2 e5e4,2795,advantage defensiveMove long middlegame
r4rk1/2q2pp1/p3pn1p/3b4/8/P2B4/2PBQPPP/R4RK1 w - - 5 17,d3a6 a8a6 e2a6 f6g4 g2g3 g4e5,2795,crushing defensiveMove long middlegame sacrifice
6r1/1p3p1k/8/Q7/P7/1P3q2/4RP2/5K2 w - - 0 35,f1e1 g8g1 e1d2 g1a1 a5b5 a1a2,2795,crushing endgame long
2q4k/7p/5npQ/p3p3/Ppn1p3/1B3P2/6P1/6KR w - - 2 33,h6g6 c8c5 g1f1 c4e3 f1e2 e3d5,2795,advantage defensiveMove endgame long
5k1R/bP6/3q2p1/1Q1p1p2/4p3/7P/6P1/r4N1K b - - 2 39,f8g7 b5b2 d6f6 b7b8q a7b8 b2b8,2796,advancedPawn advantage deflection endgame fork long promotion
r7/2pk1Q2/1b3P2/1p2p1p1/8/2P4p/1PB1RPq1/4K3 b - - 0 32,d7c8 c2e4 g2e4 e2e4 h3h2 e4h4 g5h4 f7g8 c8b7 g8g2,2796,crushing endgame fork veryLong
8/r1p5/P6p/PKpk1B1P/8/6P1/8/8 b - - 0 57,d5d6 f5c8 d6d5 c8b7 d5d4 g3g4 c5c4 g4g5 c4c3 g5h6 d4d3 h6h7,2796,advancedPawn crushing endgame master quietMove veryLong
1r1r4/7R/p2P2p1/4R2p/PbN1P1pk/1P6/2P4P/6K1 w - - 3 34,e5e6 d8f8 e6e5 f8f3 e5d5 b8f8 c4d2 f3e3 d6d7 e3e1 g1g2 e1e2,2796,clearance crushing endgame quietMove veryLong
5bk1/5p1p/6p1/q1p1p3/1RQ3P1/1P2B2P/2P2KB1/3r4 w - - 0 31,b4b5 a5e1 f2f3 d1d6 g4g5 e5e4 c4e4 d6e6,2796,advantage exposedKing middlegame quietMove veryLong
4Rbk1/pq3r1p/2n2Bp1/2pN4/2P4Q/1P6/P2P2PP/7K w - - 3 25,h4h6 c6b4 h6f4 b4d5 c4d5 b7d5,2796,advantage long middlegame
r4r1k/bpp3pp/p7/7q/1P2Q3/P3P2b/1B3PB1/RN3RK1 w - - 0 19,b1d2 a8e8 e4b7 e8e6 b7d5 h5h6,2796,advantage long middlegame
3q4/ppr1rpkp/2p3p1/3nN1P1/1P1P2B1/8/6P1/3R1QK1 b - - 4 35,d5e3 f1f6 g7g8 e5f7 e3g4 f6h8 g8f7 d1f1 f7e6 h8d8,2796,crushing middlegame sacrifice veryLong
r2qk2r/5pbp/p2Pp1p1/1p1b4/8/1P2QN2/P1B2PPP/2RR2K1 b kq - 0 18,d8d6 d1d5 d6d5 c2e4 g7h6 e3e1 d5d6 c1d1,2796,advantage middlegame pin quietMove sacrifice veryLong
r3k2r/ppq2ppp/2n1p3/1B2P3/3PN3/bP2BQ2/P1R3PP/6K1 b kq - 2 22,e8g8 e4f6 g8h8 b5d3,2796,crushing middlegame short
8/1p2k3/2p2RK1/6P1/p6P/2r5/8/8 b - - 5 45,a4a3 f6f7 e7e8 h4h5 c3c1 f7f2,2796,crushing defensiveMove endgame long master quietMove rookEndgame
8/5p2/4k1p1/7p/4K2P/5P2/6P1/8 b - - 0 42,e6f6 e4f4 f6e6 f4g5 e6e5 g2g3 e5e6 f3f4 e6e7 f4f5,2796,crushing endgame pawnEndgame quietMove veryLong zugzwang
rr4k1/4pNb1/3p2pp/p1pP4/1q6/1P4PP/P1Q1RP2/4R1K1 b - - 0 26,g8f7 e2e7 f7g8 e1e6 b8b7 a2a3 b4b3 c2b3 b7b3 e6g6,2796,advantage master middlegame veryLong
2r5/p4kp1/b2qpr1p/3p1p2/7R/1BP1R2Q/PP3PPP/6K1 b - - 5 23,d5d4 e3e6 f6e6 h3f5 f7e7 b3e6 d4c3 e6b3 c3b2 f5f7 e7d8 f7g8 d8c7 g8g7 c7b8 g7b2,2796,attraction capturingDefender crushing deflection middlegame pin quietMove sacrifice veryLong
8/6p1/8/p2k2P1/1p6/4K2P/P7/8 w - - 0 46,e3d3 g7g6 d3c2 a5a4 c2d3 d5c5 h3h4 c5d5,2796,crushing defensiveMove endgame pawnEndgame quietMove veryLong
3r2k1/pp3ppp/1b6/8/4rP1q/2P1pR1P/PP2Q1PK/2B1R3 b - - 7 24,e4f4 f3e3 b6e3 e2e3 h7h6 g2g3,2796,advantage long middlegame
6k1/5p2/5q2/2N5/1p2p3/1PrbP1p1/P2Q1PP1/2R3K1 w - - 0 33,c5d3 e4d3 f2g3 f6c6 c1c3 b4c3 d2d3 c3c2,2796,advancedPawn crushing endgame veryLong
8/8/2p5/4k3/8/2P2KRr/P7/8 b - - 0 45,h3g3 f3g3 e5d5 g3f4 d5c4 a2a4 c6c5 f4e3,2796,crushing defensiveMove endgame quietMove veryLong
r5n1/1p4k1/1q1p1p2/3Pp1p1/b1P1N1P1/rB6/P3QRP1/5R1K w - - 6 32,e4f6 g8f6 g2g3 a8h8 h1g2 h8h6 e2d2 b6d4 d2g5 h6g6,2796,advantage middlegame quietMove veryLong
8/2k5/8/1r4pp/5p2/2nN1P1P/6P1/2R3K1 b - - 1 53,b5b1 c1b1 c3b1 h3h4 g5h4 g1h2,2796,crushing defensiveMove endgame long
r4rk1/1b1n1pp1/p2qp2p/1p6/3PN3/1Q1B4/PP3PPP/3R1RK1 b - - 1 20,d6d4 d3b1 d4e5 d1d7 b7e4 b3e3,2796,advantage discoveredAttack long middlegame quietMove skewer
1r1q1rk1/4bppp/p3p3/P1nb1NP1/8/4BP2/1PPQB2P/1K1R3R w - - 5 21,d2d4 e6f5 d4d5 b8b2 b1b2 d8a5,2796,advantage long master middlegame sacrifice
r1q2rk1/pppb2pp/3p1b2/3Pp1N1/8/7P/PPPQ1RB1/5RK1 b - - 4 18,f6e7 f2f8 e7f8 g2e4 f8e7 e4h7 g8h8 h7g6,2796,crushing defensiveMove kingsideAttack middlegame veryLong
5b1k/5p1p/4p3/4PpB1/p1P5/q6P/2Q2PPK/8 b - - 1 35,a3a1 g5f6 h8g8 c4c5 a4a3 c5c6 a1b2 c2c4 a3a2 c6c7 b2b7 c4c3 h7h5 f6e7 b7c8 e7d6,2796,advancedPawn crushing endgame quietMove veryLong
r1b1k1nr/p1pp1ppp/1p6/q7/2B5/1P2P3/P1P2PPP/R2Q1RK1 b kq - 0 13,c8a6 d1f3 d7d5 b3b4 a6c4 b4a5,2796,advantage long middlegame
2k3r1/2pq1p2/p2p1n2/4p2p/Pb2P1rB/1B1P1NP1/1P2QP2/R5K1 w - - 0 25,h4f6 g4g3 f2g3 g8g3 g1f2 d7h3 a1g1 b4c5 d3d4 c5d4 f2e1 g3g1,2796,advantage deflection kingsideAttack middlegame quietMove sacrifice veryLong
rn1qr1k1/6b1/p2N2p1/3P1b1p/1pp2B2/2N4P/PP1Q1PP1/R3R1K1 b - - 0 19,e8e1 a1e1 b4c3 b2c3 b8d7 d6f5,2796,crushing long middlegame
8/5k2/3np1pP/4K1P1/4P3/8/8/8 b - - 2 48,d6e8 h6h7 f7g7 e5e6 g7h7 e6e7 e8c7 e7f7 c7a6 e4e5 a6c7 e5e6,2796,advancedPawn crushing endgame knightEndgame quietMove veryLong
6k1/R4Rp1/2Q1p2p/2P5/1r3P1K/6P1/P5nP/5q2 w - - 5 40,h4h5 f1e2 g3g4 g2f4 f7f4 e2e5,2796,crushing deflection endgame long sacrifice
