FEN,Moves,Rating,Themes
8/8/8/P7/2bpk2P/4p3/4R1P1/4K3 b - - 0 51,c4e2 e1e2 d4d3 e2e1 d3d2 e1e2 e4d4 a5a6 d4c3 a6a7,2583,advancedPawn crushing endgame veryLong
8/1p4pk/2p1QB2/5P1p/P1P5/7P/2q3r1/5R1K w - - 1 36,f6e5 g2g5 e6g6 g5g6,2583,crushing endgame master masterVsMaster short
r2qr2Q/2pp1pp1/pp1n1k2/6N1/8/2N5/PP3PPP/4R1K1 w - - 7 22,e1e8 d8e8 c3d5 f6e5 h8h5 e5d5,2583,advantage long middlegame
2q3k1/5pbp/p5p1/1p6/3P1Nn1/BQ1Br3/6PP/5RK1 w - - 0 23,f4d5 c8b8 d5f4 g7d4,2583,advantage middlegame short
r1b2rk1/ppp2ppp/1n6/6q1/3N1n2/1BP2Q2/PP1N1PPP/R4RK1 b - - 8 14,c8h3 f3g3 g5g3 h2g3,2583,advantage middlegame short
2kr3r/pp3p2/4p2p/1N1p2p1/3Q4/1P1P4/2q2PPP/5RK1 b - - 1 20,b7b6 d4a1 a7a5 f1c1,2584,advantage endgame pin short
6R1/8/p2r4/1p3p1k/8/1P4K1/P4P2/8 b - - 1 41,d6g6 g8g6 h5g6 b3b4 g6g5 g3f3,2584,crushing defensiveMove endgame long quietMove rookEndgame zugzwang
4r1k1/1p3qpp/p3b1n1/4p3/4Qp2/P1BR4/1PP2PPP/4R1K1 w - - 2 29,c3e5 e6f5 e4d4 f5d3 c2d3 f7e6 d4e4 g6e5,2584,advantage master middlegame skewer veryLong
r4rk1/p1p2ppb/1pn4p/2p2P2/3pPQPq/P2P3P/1PPN3K/R4R2 b - - 1 18,g7g5 f4c7 a8c8 c7d6,2584,advantage middlegame short
r2qkb1r/2p4p/p3bp2/1p6/3PQ1N1/2P1P3/PP4PP/RN4K1 b kq - 1 17,d8e7 e4a8 e8f7 g4f2,2584,advantage defensiveMove hangingPiece middlegame short
r7/p5p1/1k3b1q/5B2/PP6/2P3P1/4QK2/4n3 b - - 0 41,f6c3 a4a5 b6c7 e2e7,2584,crushing endgame short
1r6/1p2k1p1/2p2p2/pP2P1Q1/Pb6/4PbPr/1B3P2/1R3RK1 w - - 0 31,e5f6 e7f7 g5g7 f7e6 g7g4 f3g4,2584,advantage defensiveMove long middlegame
r1bqr1k1/1p3pbp/3p1np1/8/pn1N4/1BN1BP2/PPPQ2PP/R4RK1 w - - 0 14,b3a4 e8e3 d2e3 b4d5 e3d2 d5c3,2584,advantage long middlegame sacrifice
1Q6/5ppk/7p/4P3/5P1P/5KP1/8/5q2 w - - 1 49,f3g4 h6h5 g4g5 f1d3,2584,crushing endgame queenEndgame short
8/p7/1p6/2p3kp/2P5/PP3K2/6P1/8 w - - 0 44,b3b4 h5h4 b4b5 g5f5,2584,crushing defensiveMove endgame pawnEndgame quietMove short
4r3/7R/5P2/1p1n2P1/5k2/1P5P/7K/8 w - - 1 44,h3h4 e8e2 h2g1 f4g3 g1f1 g3f3,2584,crushing defensiveMove endgame long
8/8/3p4/5P1P/8/2k2K2/rp6/1R6 w - - 2 47,f3e4 a2a1 b1b2 c3b2 e4d5 a1f1 d5e6 d6d5 f5f6 d5d4 h5h6 f1h1 f6f7 h1h6,2584,crushing endgame quietMove rookEndgame veryLong
1rb2rk1/ppqpnp2/4P1p1/2b3Q1/3n1B2/3B3P/PPP3P1/R4R1K b - - 0 17,c5d6 e6f7 f8f7 d3g6 f7g7 g6f7,2584,advancedPawn advantage attraction kingsideAttack long middlegame pin
3qr1k1/r6p/b1p1p3/2PnBpbQ/pp1P2P1/8/PPB2P2/3RR1K1 b - - 0 27,f5f4 c2h7 a7h7 h5g6 g8f8 g6h7 d5f6 h7g6,2584,advantage attraction deflection kingsideAttack middlegame sacrifice veryLong
r2r2k1/1b3p1p/pp3p1B/4N3/2B5/1P6/q1P3PP/3R1R1K b - - 0 24,f6e5 d1d8 a8d8 f1f7 d8d1 f7f1 g8h8 f1d1 b7g2 h1g1,2584,advantage discoveredAttack middlegame veryLong
r4r1k/pp3ppp/5n2/3p4/3Q4/1PP1PP2/q1B5/2KR2R1 b - - 1 21,a2a5 g1g7 a5a1 c2b1,2584,crushing middlegame short
r5k1/1p3p1p/pqpbr1pB/5P2/3PB3/6Pb/PP3Q1P/R3R1K1 b - - 0 20,e6e8 f5g6 h7g6 e4g6 f7g6 f2f6 d6e5 f6g6,2584,crushing kingsideAttack middlegame sacrifice veryLong
r3kbnr/p4ppp/1pn1p3/3p4/3P1P2/3B1P2/PqPBN2P/R2QK2R b KQkq - 1 11,g8f6 a2a3 c6d4 d2c3,2584,advantage opening quietMove short
8/1p4pp/pNkp4/2rN1p2/2P1r2n/1P1KP2B/P5PP/8 b - - 5 36,h4g6 h3f5 e4e7 b6c8 c5d5 c4d5,2584,advantage endgame long
6k1/3R1p2/4p2K/3pP3/r4BP1/5b2/8/8 b - - 0 49,g8f8 d7d8 f8e7 f4g5 f7f6 e5f6 e7f7 d8d7,2584,crushing endgame veryLong
8/1P4Kp/2nk4/8/5P2/7P/8/8 b - - 1 75,d6e6 h3h4 e6f5 g7h7 f5f6 h7g8 f6g6 g8f8,2584,crushing defensiveMove endgame knightEndgame master quietMove veryLong
r2q1r2/1bp2pbk/ppn1p1pB/6N1/P1B1P3/3P4/2PQ2PP/5RK1 b - - 2 19,h7g8 h6g7 g8g7 f1f7 f8f7 g5e6 g7g8 e6d8,2584,advantage attraction fork middlegame pin sacrifice veryLong
8/8/p1b2kp1/P4p1p/1PB1pK1P/3p4/8/8 b - - 2 38,c6b5 c4b5 a6b5 f4e3 f5f4 e3d2 f6e5 a5a6 e5d4 a6a7 e4e3 d2c1 f4f3 a7a8q,2584,advancedPawn bishopEndgame crushing endgame promotion veryLong
8/1p4k1/p1pp2p1/2P1p3/1P2P3/5P2/2PK2P1/8 b - - 0 31,d6d5 e4d5 c6d5 c2c4 d5c4 d2c3 g7f7 c3c4 f7e6 g2g3,2584,crushing defensiveMove endgame pawnEndgame veryLong zugzwang
8/8/8/ppp1k2p/4P1p1/2P1K1P1/PP6/8 w - - 0 31,b2b4 a5b4 c3b4 c5c4 a2a4 b5a4 b4b5 e5d6 b5b6 d6c6 e4e5 c6b6,2584,crushing endgame pawnEndgame quietMove veryLong
5rk1/R2PQpp1/2p1p1qp/8/5K2/5P2/1r4PP/7R b - - 2 29,b2g2 e7f8 g8h7 f4e3 g6g5 f3f4,2584,advantage endgame long
5rk1/p1N3pp/1p1p3q/4p3/8/2PP1N1r/PPQ5/R4RK1 w - - 0 24,g1g2 h6h5 c2b3 g8h8 b3a4 h3f3 f1f3 h5f3,2584,crushing defensiveMove middlegame veryLong
8/8/4Pk1p/3n4/8/1p6/2pK3P/4R3 w - - 2 45,d2c1 f6e7 c1b2 d5b4 b2b3 b4d3 e1e3 c2c1q,2584,advancedPawn crushing endgame promotion quietMove veryLong
8/8/7p/kp1p2pP/2pP2P1/K1P5/2P5/8 w - - 15 45,a3b2 a5a4 b2a1 a4a3 a1b1 b5b4 c3b4 a3b4 b1b2 c4c3,2584,crushing endgame pawnEndgame veryLong zugzwang
q5k1/5p2/5Np1/1pN2p1p/1P1Q1P2/r7/4K3/8 b - - 2 50,g8f8 c5d7 f8e7 f6d5 a8d5 d4d5,2584,crushing endgame long master
8/8/3p2pp/3k1p2/5P2/3K2PP/2P5/8 b - - 2 45,g6g5 c2c4 d5c5 f4g5 h6g5 h3h4,2584,crushing endgame long pawnEndgame
7Q/3k4/6pp/5n2/P5q1/8/4rB1P/5RK1 w - - 2 40,g1h1 e2f2 h8g7 f5g7,2584,crushing endgame short
r4k1r/4nppp/bp1Np3/4P1q1/3B4/5QK1/P1P3PP/R6R w - - 0 22,g3f2 g5h4 g2g3 h4d4 f2g2 d4d5,2584,crushing fork long middlegame
1r5k/p3qrp1/Q3R2p/2p4P/3p1p2/5P2/PPP2P2/2K3R1 b - - 3 24,e7h4 g1g7 h8g7 e6g6 g7h8 g6h6 f7h7 h6h7 h8h7 a6a7 h7h6 a7b8,2584,attraction crushing deflection endgame fork sacrifice veryLong
8/7p/6p1/p2pk3/Pp6/1P2KP1P/6P1/8 w - - 0 37,g2g3 g6g5 g3g4 h7h6 e3d3 e5f4,2584,crushing endgame long pawnEndgame quietMove zugzwang
8/8/3k4/pppp4/3P1K2/P1P5/2P5/8 w - - 0 42,f4f5 a5a4 f5f4 c5d4 c3d4 b5b4,2584,crushing endgame long pawnEndgame quietMove
8/6k1/R5P1/1p2pK2/5p2/6r1/6P1/8 b - - 6 51,g3g2 a6a7 g7f8 f5f6 f8e8 a7e7 e8d8 e7e5,2584,crushing endgame exposedKing rookEndgame veryLong
8/8/1p3p2/p4kp1/P1PK4/1P5P/8/8 b - - 1 42,g5g4 h3g4 f5g4 b3b4 a5b4 d4d3 g4f5 c4c5,2584,crushing endgame pawnEndgame veryLong
8/8/4k3/P3p2P/4P1K1/3P4/8/2b5 b - - 0 62,e6f6 d3d4 e5d4 a5a6 d4d3 g4f3 d3d2 f3e2 d2d1q e2d1,2584,bishopEndgame crushing endgame veryLong
8/6p1/3r1kp1/4p3/6PP/1P1p1PK1/P2R4/8 w - - 1 37,f3f4 e5e4 g3f2 f6e6 f2e3 e6d5 a2a4 d6c6,2584,crushing defensiveMove endgame quietMove rookEndgame veryLong
5r1k/R7/3p4/3Q3p/3P3q/1PP2p1P/1P3pP1/5K2 w - - 2 32,a7a1 f3g2 d5g2 d6d5 a1a7 f8g8 g2f2 h4h3 f1e1 h3h1 e1d2 g8g2,2584,advancedPawn crushing endgame pin quietMove veryLong
k1r5/pn6/1p1Q4/1K1P4/2BNp3/1PP3P1/P4bP1/RNq5 w - - 3 31,d6d7 c8c5 b5b4 a7a5 b4a4 f2d4,2584,advantage long middlegame
1k6/2p4p/PP3p2/1KPn2p1/6P1/7P/8/8 b - - 0 46,d5c3 b5c4 c7b6 c4c3,2584,crushing defensiveMove endgame knightEndgame short
1r4r1/pb5k/1p2p1qp/2ppPp2/7N/1PPBP2Q/P4P2/2K4R b - - 9 25,g6g5 h4f5 e6f5 f2f4 g5g1 h1g1,2584,crushing long middlegame sacrifice
5rr1/2pk3R/Q1p5/3p1p2/1b1P1qP1/1P6/P1P2P2/R4K2 b - - 2 26,d7d6 a6b7 b4a5 b7a7,2584,advantage middlegame short
4R3/6pk/5r1p/3Qp3/8/7P/5PPK/1q6 b - - 27 53,f6f2 d5g8 h7g6 e8e6 f2f6 e6e7,2584,crushing endgame long
8/p1rk2p1/2R1pp1p/1PK1P3/5P2/6P1/8/8 b - - 0 47,c7c6 b5c6 d7e7 c5b5 f6e5 b5a6 e7d6 a6b7,2584,crushing endgame master veryLong
8/2p1k2p/1p4p1/8/1P4P1/2P2K2/5P2/8 b - - 0 48,h7h5 g4h5 g6h5 f3f4 e7f6 b4b5 f6g6 f4e5 g6g5 f2f4 g5g6 e5e6 h5h4 f4f5 g6g7 e6e7 h4h3 f5f6 g7g6 f6f7 h3h2 f7f8q,2584,advancedPawn crushing endgame exposedKing master masterVsMaster pawnEndgame promotion quietMove veryLong
r5k1/p4pp1/2p2n1p/qpNp4/8/2bQ3P/P1B1RPP1/6K1 b - - 1 25,c3b4 c5d7 f6e4 e2e4 d5e4 d3e4 g7g6 c2b3,2584,advantage middlegame veryLong
r4rk1/pp1b1pp1/2p1pn1p/7q/P6B/2PB4/2P2QP1/4RRK1 b - - 3 24,b7b6 h4f6 g7f6 e1e3,2585,advantage middlegame short
1R6/5p2/8/2pk3P/1p6/6P1/2r2P2/4K3 b - - 0 38,d5c4 e1f1 c2a2 h5h6 a2a6 h6h7,2585,advancedPawn crushing endgame long rookEndgame
3r3k/7p/p1B3p1/1pp5/8/7P/4RPPK/8 w - - 0 38,e2e8 d8e8 c6e8 c5c4 e8c6 c4c3 c6e4 a6a5,2585,crushing defensiveMove endgame quietMove veryLong
8/8/ppp4p/3p4/3PkpPP/1PP5/P4K2/8 b - - 1 38,c6c5 h4h5 c5d4 c3d4 e4d4 g4g5 h6g5 h5h6,2585,crushing endgame master pawnEndgame quietMove sacrifice veryLong
8/pb5k/1p3Ppp/2p3q1/2Bp4/P2P3Q/1PP1r1PP/5RK1 w - - 5 28,f1f2 g5c1 f2f1 c1e3 h3e3 e2g2,2585,crushing deflection endgame kingsideAttack long sacrifice
r5k1/4ppbp/3q2p1/2Qb4/3P4/3NB3/R4PPP/5RK1 b - - 0 20,a8a2 d3b4 d6c5 d4c5 d5e6 b4a2,2585,advantage long middlegame
r4rk1/1bq2p1p/4pRp1/pppnP1N1/2pPB3/4P1P1/PP2Q2P/R5K1 w - - 0 20,g5h7 g8h7 e2h5 h7g7 h5g5 d5e7,2585,crushing defensiveMove hangingPiece long middlegame
2rq1rk1/4bppp/1p1p4/pB2n3/4N3/1P6/PBP2QPP/1K1R4 b - - 0 21,d8c7 b2e5 d6e5 d1d7 e7h4 g2g3 c7b8 g3h4,2585,advantage middlegame veryLong
8/2k5/P6R/8/8/r2K4/7p/8 w - - 2 64,d3e2 a3a1 h6h7 c7b8 h7h8 b8a7,2585,crushing defensiveMove endgame long rookEndgame
2r3nQ/4kp2/3p2Pb/8/1p1pPP2/1P1P4/q1P2R2/2KN1R2 w - - 1 33,g6f7 h6f4 d1e3 a2a1 c1d2 d4e3,2585,crushing long middlegame pin queensideAttack
8/pp2Q2p/2p3k1/6p1/2P5/1P4PK/P2q3P/8 w - - 3 34,e7b7 d2e2 b7c6 g6h5 c6e8 e2e8,2585,crushing defensiveMove endgame long queenEndgame
8/7p/4kpp1/pp1p4/3P1KPP/1PP5/P7/8 w - - 0 30,a2a4 b5a4 b3a4 h7h6 f4f3 g6g5,2585,crushing endgame long pawnEndgame quietMove
5r2/8/1pQRn1k1/p1p3p1/P1P1ppn1/1P2P1P1/1B3PBq/5K2 b - - 0 29,f4f3 c6e4 g6h5 e4h7 g4h6 g3g4 h5g4 h7e4 g4h5 g2f3 f8f3 e4f3,2585,attraction crushing deflection fork middlegame pin veryLong
8/6p1/8/p4nP1/7P/1R6/k1K5/8 w - - 1 61,b3b5 f5d4 c2c1 d4b5 h4h5 b5d6 h5h6 g7g6,2585,crushing defensiveMove endgame fork quietMove veryLong
r1bqkb1r/pppn2pp/5n2/3pN1B1/3Pp3/2N5/PPP2PPP/R2QKB1R w KQkq - 2 7,c3d5 d7e5 g5f6 e5d3 f1d3 d8d5,2585,advantage long opening
7r/2R2p1k/4b1p1/p2pQ3/Nr3P2/1P4R1/P4KPq/8 b - - 8 39,b4e4 e5f6 e4e2 f2e2 h2g3 f6e6,2585,crushing long middlegame pin
5b1k/1q3rp1/p3p2p/4B3/1n1PP2P/1P4Q1/1PR3P1/1KR5 w - - 1 38,c2c7 b7e4 b1a1 e4d5 c7c5 f8c5 d4c5 d5d8 a1b1 d8a5 c1d1 a5a2 b1c1 a2a1 c1d2 f7d7 e5d6 a1b2,2585,advantage deflection middlegame queensideAttack veryLong
r6r/p1p2Q1p/1b1q2p1/5p2/3pb1k1/2P2N1P/P4P2/R1B1R1K1 b - - 0 23,g4f3 c3d4 d6d4 e1e3 d4e3 c1e3,2585,crushing long middlegame
5Q2/1p6/8/3pKN2/3P4/1k4P1/2b5/4q3 w - - 4 52,e5d5 c2e4 d5d6 e1b4 d6e5 b4f8,2585,crushing endgame long skewer
1r4k1/p1pR3p/2p5/4p1p1/4P1Kn/1P6/P1P1Nr1P/3R4 w - - 0 24,g4g5 h4f3 g5g4 b8f8 d7d8 f3h2,2585,advantage endgame long quietMove
8/1R6/4p3/4P1p1/2p5/ppk3P1/5P2/1K6 w - - 3 45,b7a7 a3a2 b1a1 c3c2 a7b7 g5g4,2585,advancedPawn crushing defensiveMove endgame long rookEndgame
r2q1rk1/2p2pbp/1p1p4/1N1P2PQ/1Pn5/4B3/2B2PK1/2R5 b - - 0 23,f7f5 g5f6 c4e3 f2e3 f8f6 c2h7 g8f8 b5c7,2585,crushing enPassant middlegame veryLong
4rkr1/1b2bp2/pp1q4/3pNB1p/3P2n1/1PN2Q2/P6P/2R1R2K b - - 8 26,e7f6 e5d7 f8g7 f5g4 f6d4 e1e8 g8e8 c1f1 e8e7 c3e2,2585,advantage clearance master middlegame quietMove veryLong
6B1/3k4/1p1P3p/bK3pp1/P7/4P1P1/5P1P/8 w - - 0 39,g8e6 d7e6 b5c6 g5g4 e3e4 f5e4 d6d7 e6e7,2585,advantage bishopEndgame endgame hangingPiece quietMove veryLong
6k1/1p4p1/p6p/3P4/2Pq4/1P2p1P1/P6P/5Q1K w - - 1 31,f1e2 d4d2 e2g4 d2e1 h1g2 e1f2 g2h3 f2f1,2585,crushing endgame queenEndgame veryLong
r2q1b1r/ppp2k2/5npp/1Q6/4p3/1PN5/PB1P1PPP/n2KR3 b - - 1 16,a1b3 b5b3 f7g7 c3d5 f8e7 e1e4,2585,advantage hangingPiece long middlegame pin
8/1p6/4Q1k1/1P1p2p1/3P3q/3N2n1/6P1/6K1 b - - 2 46,g6h5 e6e8 h5h6 e8h8 h6g6 d3e5 g6f5 h8c8,2585,crushing endgame master veryLong
6k1/7p/3p2pB/5q2/1p4P1/1Rb4K/4QP1P/r7 b - - 0 36,f5e5 e2c4 d6d5 c4c8 g8f7 c8f8 f7e6 f8e8 e6d6 h6f4 e5f4 e8b8,2585,crushing endgame master pin sacrifice veryLong
r2qk3/4bp1p/p3pnr1/1p1p2n1/5Q2/1BNPB2P/PPP2PP1/R4R1K w q - 9 19,h3h4 e7d6 f4d4 g5f3,2585,advantage middlegame short
5r1r/pB1nk1pp/1p3n2/2p1R3/8/2P4Q/P1Pq2PP/4R1K1 b - - 0 23,d7e5 e1e5 e7d6 h3g3 d2f2 g3f2,2585,advantage long middlegame
8/2p3k1/p5r1/1p2pR2/3pP1K1/1P1P1P2/1P3P2/8 w - - 7 38,f5g5 g6g5 g4g5 c7c5 g5f5 c5c4 b3c4 b5c4,2585,crushing endgame quietMove rookEndgame veryLong
1b4k1/1p4pp/p1p2r2/2Bp4/1P1Pp2q/PQ2P2P/2P2PP1/5RK1 w - - 6 24,c2c4 f6g6 g1h1 g6g2 h1g2 h4g5,2585,attraction crushing endgame long sacrifice
r3k2r/2b2ppp/p2qpB2/8/Pp1pB3/6P1/1P2QP2/5R1K b kq - 0 23,e8g8 e2h5 h7h6 h5g4 g7g6 e4g6,2585,crushing long middlegame pin
8/4b2k/p1p2qp1/N1P4p/1P2p3/5p1P/P2Q1PP1/6K1 w - - 0 36,d2d7 f6g5 g2g3 e4e3 d7e6 e3e2,2585,advancedPawn crushing endgame long master
1R6/8/8/6P1/7P/1pk5/6r1/3K4 w - - 4 59,g5g6 g2g6 b8c8 c3b2,2585,crushing defensiveMove endgame master rookEndgame short
4rr1k/p1p3pp/1p2P3/1PpP1P1q/P1Nb3P/6Q1/8/4RR1K w - - 1 36,g3c7 f8f5 f1f5 h5f5,2585,crushing master middlegame short
8/6p1/5p1p/p2k3P/5PP1/3K4/P7/8 b - - 0 42,d5c5 d3e4 c5b4 e4f5 a5a4 f5g6 b4a3 g6g7 a3a2 g7h6 a2b3 h6g6 a4a3 h5h6 a3a2 h6h7 a2a1q h7h8q,2585,advancedPawn crushing endgame pawnEndgame promotion veryLong
r5k1/1p3ppp/2n1p3/1q1pP2P/1P1P2Q1/2P2R2/1B4P1/7K b - - 0 24,b5e2 h5h6 g7g6 g4f4 c6d8 f4f6 g8f8 b2c1 e2e1 f3f1 e1f1 f6f1,2585,crushing endgame pin quietMove veryLong
8/8/4p3/5k1p/4P2P/5K2/8/8 b - - 0 35,f5e5 f3e3 e5f6 e3d4 f6e7 d4e5 e7f7 e5f4,2585,crushing defensiveMove endgame pawnEndgame veryLong zugzwang
3rr1k1/pp4pp/2q1pp2/2pn2P1/4RP2/1P1P1N2/PBP4P/4Q1K1 b - - 2 22,g8f7 g5f6 g7f6 e1h4,2585,advantage master middlegame short
4r2k/2Q2Rp1/1p6/7p/7P/P5P1/1P2q1K1/8 w - - 3 31,g2h3 e2g4 h3g2 e8e2 g2f1 e2d2 f7f8 h8h7 c7e5 g4c4 f1g1 d2d1,2585,crushing endgame veryLong
2r5/8/1pP3p1/1K1Pkp1p/P4p1P/3RbB2/6P1/8 b - - 0 33,c8a8 d5d6 a8a5 b5c4,2585,crushing endgame short
8/4bQpp/8/2p2Pk1/3q2P1/8/P1P4P/5BK1 w - - 2 49,g1h1 d4e4 h1g1 e7f6 c2c3 f6c3 f7c4 c3d4,2585,crushing endgame quietMove veryLong
4r3/ppq1nNpk/1bp1Qn1p/3p1P2/1P1P3N/2P5/P5PP/R4R1K w - - 2 24,h4g6 e7c8 f1f3 e8e6 f7g5 h7g8,2585,advantage discoveredAttack long middlegame quietMove trappedPiece
6k1/1b3qp1/p6p/1p6/2pPr3/2P2NP1/1P2QP1P/R4RK1 w - - 0 28,e2d2 f7f3 d4d5 b7c8 d2d1 e4e2 d1e2 f3e2,2585,crushing hangingPiece middlegame quietMove veryLong
6k1/p6p/4q3/1p6/2pB1P2/2Q5/6PP/7K w - - 0 46,c3e3 e6e3 d4e3 a7a5 e3d4 b5b4,2585,crushing defensiveMove endgame long quietMove
k2r3r/pp6/5R2/2q5/6p1/2P3Q1/PP3PP1/4R1K1 w - - 0 26,f6e6 c5h5 f2f3 g4f3,2585,advantage endgame quietMove short
2k5/6R1/2K5/1P3p1p/8/8/7r/8 b - - 1 55,c8d8 g7g8 d8e7 b5b6 f5f4 b6b7,2585,advancedPawn crushing endgame long rookEndgame
1k6/7K/6RP/8/p7/8/7r/8 b - - 1 57,b8b7 h7g8 a4a3 h6h7 a3a2 g6g1 a2a1q g1a1,2585,advancedPawn crushing endgame master quietMove rookEndgame veryLong
5rk1/bp4p1/p6B/2p5/P5Q1/1q1p3P/5PP1/3R2K1 b - - 0 29,f8f7 d1e1 g8h7 e1e8,2585,crushing defensiveMove endgame pin quietMove short
1k3r2/pp1R2p1/P1p3r1/4p3/2Q5/4qP2/6PP/R6K b - - 0 28,g6g2 d7b7 b8a8 b7b8 a8b8 c4b4 b8c7 b4e7 c7c8 e7f8,2585,attraction crushing endgame fork sacrifice veryLong
8/3k2p1/1P3p1p/8/3K1P2/7P/8/8 b - - 2 65,d7c6 f4f5 c6b6 d4d5 h6h5 h3h4 b6b5 d5e6 b5c5 e6f7 c5d4 f7g7 d4e5 g7g6 e5e4 g6f6,2585,crushing endgame pawnEndgame quietMove veryLong zugzwang
8/R7/3p2pk/1P2p1r1/2Pp3q/3P4/4PPQ1/5K2 w - - 7 33,g2d5 h4h3 f1e1 g5g1 e1d2 h3f1 a7h7 h6g5,2585,crushing endgame veryLong
1k2r2r/ppp5/8/1PN5/3R4/3Q4/1KP5/4q3 b - - 2 41,b7b6 c5a6 b8c8 d3f3 e1h1 f3f7,2585,crushing endgame long quietMove
8/8/1k6/3p1pK1/3P1P2/1r6/3R4/8 b - - 4 59,b6b5 d2c2 b3b4 c2c5 b5b6 c5d5,2585,crushing endgame long quietMove rookEndgame
2r2r1k/1p3q1P/4pP2/6B1/2nPQ3/1R6/7P/3R2K1 w - - 0 32,b3b7 f7h5 g5h6 h5h6,2585,advantage fork master middlegame short
8/8/1pB2K2/p5p1/P4kP1/5P2/4n3/8 w - - 5 57,c6e4 e2d4 e4d3 d4f3 f6e6 f4g4,2585,crushing endgame long master
r2q1b1r/pp2kBp1/2n2n1p/6N1/6b1/2N2P2/PPPP3P/R1BQK2R w KQ - 0 11,c3d5 f6d5 d1e2 e7d7,2585,advantage defensiveMove middlegame short
r1bqk2r/pppp1ppp/2n5/8/1bBPn3/5N2/P2B1PPP/RN1QR1K1 b kq - 1 10,d7d5 d2b4 c6b4 d1a4 b4c6 c4d5 d8d5 b1c3,2585,advantage deflection fork opening pin sacrifice veryLong
8/2p5/ppp5/4k2p/2P1P1pP/1P1K2P1/P7/8 b - - 0 32,a6a5 d3e3 c6c5 a2a3 e5d6 e3f4,2585,crushing endgame long pawnEndgame quietMove zugzwang
8/6p1/2p3p1/1p1kPP1p/1P3K1P/8/8/8 w - - 0 47,f5g6 c6c5 b4c5 d5c5,2586,crushing endgame pawnEndgame short
8/p7/2p5/P7/3P4/3K4/8/2k5 b - - 1 48,c1b2 d3c4 a7a6 d4d5 c6d5 c4d5,2586,crushing endgame long pawnEndgame
r1bq1rk1/pp1nbpp1/4p2p/2p5/2NPN1Q1/3BP1P1/PP3PP1/R3K2R b KQ - 1 13,c5d4 h1h6 f7f5 g4h5 g7h6 h5g6 g8h8 g6h6 h8g8 h6g6,2586,crushing kingsideAttack middlegame pin sacrifice veryLong
8/5p2/8/1pk1pp1p/8/P2K1P1P/1P4P1/8 w - - 0 35,d3e3 c5c4 h3h4 f5f4 e3e4 f7f6 e4f5 c4b3 f5f6 b3b2 f6e5 b2a3 e5f4 b5b4,2586,crushing defensiveMove endgame pawnEndgame quietMove veryLong
1k1r3r/3qbQp1/ppn5/3pP3/3P4/1N4P1/PP3B1p/2R2R1K w - - 1 29,c1c6 d7c6 f7e7 c6c2 b3d2 c2d2,2586,advantage long middlegame
1rbr2k1/2q1npbp/p1p3p1/3PP3/2PB4/1P1B2P1/P4Q1P/2R2RK1 b - - 0 21,g7e5 d4e5 c7e5 c1e1 e5g7 e1e7,2586,crushing long middlegame skewer
8/7p/p1k3p1/P3pp2/2K1P3/5PP1/7P/8 b - - 0 33,h7h6 e4f5 g6f5 g3g4 e5e4 f3e4 f5g4 c4d4,2586,crushing defensiveMove endgame pawnEndgame veryLong
8/6p1/1RPB1p2/1P3k1p/1n1p3P/8/r3KPP1/8 w - - 1 42,e2f3 a2a3 f3e2 d4d3 e2e3 b4d5 e3d2 a3a2,2586,advantage endgame exposedKing fork master veryLong
8/Q3k1pp/4p1r1/2p4q/3pP1N1/1P1Pb3/PBP3PP/7K b - - 0 32,e7d6 g4e3 d4e3 b2e5 h5e5 a7b8 d6d7 b8e5 e3e2 e5a1,2586,crushing deflection endgame sacrifice skewer veryLong
3rkr2/3b1pQ1/2pRp3/2q1P3/2P2P2/1p3B2/P5P1/1K1R4 w - - 0 32,f3c6 c5c4 d1d2 b3a2,2586,advancedPawn advantage master middlegame queensideAttack short
r3k2r/pp3ppp/2npp3/1q6/3P4/P1NnPN2/1P1Q1PPP/R2K3R b kq - 6 14,b5b2 d1e2 b2d2 f3d2,2586,advantage middlegame short
4r1k1/1p3pp1/5p1p/pPR4P/Pn1q1PP1/5Q2/8/2R3K1 w - - 0 30,g1g2 e8e3 c5c8 g8h7,2586,advantage defensiveMove endgame master short
r2q3r/2k3p1/2npRb2/1Q5p/3P4/pP1R1N2/P1P2PPP/2K5 b - - 2 20,h8e8 d3c3 d8d7 e6f6 g7f6 d4d5,2586,crushing long middlegame sacrifice
6r1/2p5/1pR1rk2/1P3p1p/p2Pp1nP/P3P1KB/1P6/4R3 w - - 11 44,c6e6 f6e6 g3f4 g4f2 h3f5 e6d5 f5e4 f2e4,2586,crushing endgame veryLong
3R4/p4p1k/4b1pp/4B3/5P2/1r4q1/6P1/3Q2K1 b - - 5 41,g6g5 d8h8 h7g6 f4f5 g6f5 e5g3,2586,crushing discoveredAttack endgame long
2r1k2r/5pp1/p1bqpn1p/3pN3/8/1PPBRQ2/P4PPP/2R3K1 w k - 3 21,d3a6 d6a3 c1e1 a3a6,2586,advantage fork middlegame short
r1b1rnk1/p4ppp/8/2pn4/1b1B4/2N2N2/PP1RBPPP/2R3K1 w - - 0 18,c3d5 b4d2 f3d2 c5d4,2586,advantage middlegame short
2k4r/ppp2p2/6qp/2b1B1pn/4P3/P1P5/1P3PPP/RN1Q2K1 b - - 0 17,g6e4 e5h8 h5f4 d1f1 f4e2 g1h1 e4d3 b1d2,2586,crushing defensiveMove hangingPiece middlegame quietMove veryLong
